Review_ID,Movie_ID,Reviewer_Name,Review_Rating,Reviewer_Nationality,Reviewer_Age,Review_Date,Sex
13943,Gegen die Wand,Andrew Lee,9,India,56,8/21/2024,Male
14614,Hannah and Her Sisters,Russell Green,7,Canada,64,8/21/2024,Unknown
14905,"Aguirre, der Zorn Gottes",Maria Hood,8,China,65,8/21/2024,Male
14949,Harold and Maude,James Butler,8,UK,57,8/21/2024,Female
14955,Harold and Maude,Linda Thompson,8,USA,29,8/21/2024,Female
15011,Night of the Living Dead,Ryan Browning,6,UK,21,8/21/2024,Male
15059,The Lion in Winter,Raven Duncan,5,India,36,8/21/2024,Male
15172,Spartacus,Jeanette Gallagher,6,USA,74,8/21/2024,Unknown
15295,The Ten Commandments,Lynn Wilson,6,China,27,8/21/2024,Female
15408,High Noon,Cory Coleman,7,USA,58,8/21/2024,Male
15428,Strangers on a Train,Stephen Williams,10,Germany,54,8/21/2024,Male
15551,The Big Sleep,Thomas Ray,10,India,28,8/21/2024,Female
15696,His Girl Friday,Ryan Smith,9,China,57,8/21/2024,Male
15816,Freaks,Brandon Bridges,6,UK,39,8/21/2024,Male
16301,Little Women,Whitney Jenkins,6,India,49,8/21/2024,Female
16362,Le passé,James Kim,10,USA,19,8/21/2024,Female
16470,Big Hero 6,Jimmy Bell,10,India,27,8/21/2024,Female
16581,Kaze tachinu,Laura Smith,6,China,74,8/21/2024,Female
16620,Moonrise Kingdom,Michelle Jennings,10,India,31,8/21/2024,Female
16764,The Girl with the Dragon Tattoo,Mr. Kyle Brown,7,USA,33,8/21/2024,Female
17062,Druk,Tracy Sanchez,10,UK,59,8/21/2024,Male
17299,American Gangster,Michael Simpson,10,USA,43,8/21/2024,Male
17563,Pride & Prejudice,Phillip Christensen,9,USA,33,8/21/2024,Male
17835,The Count of Monte Cristo,Joseph Hernandez,9,UK,27,8/21/2024,Male
18245,Gattaca,Monique White,7,China,25,8/21/2024,Unknown
18586,A Bronx Tale,Jay Stevenson,10,Australia,43,8/21/2024,Unknown
18606,Batman: Mask of the Phantasm,Stephen Harris,10,India,21,8/21/2024,Female
18607,Batman: Mask of the Phantasm,Cheryl Mccoy,9,Germany,60,8/21/2024,Female
18698,La double vie de Véronique,Jessica Harrison,8,India,67,8/21/2024,Female
19522,Midnight Cowboy,Heather Price,7,USA,60,8/21/2024,Female
19739,Jules et Jim,Jo Jacobs,9,Germany,33,8/21/2024,Male
20112,Frankenstein,Brenda Moore,10,China,47,8/21/2024,Female
20229,Wind River,Randall Dennis,9,China,24,8/21/2024,Female
20230,Wind River,David Dickerson,8,UK,26,8/21/2024,Male
20336,Omoide no Mânî,Jennifer Shaffer,6,China,19,8/21/2024,Male
20343,Omoide no Mânî,Michelle Lewis,9,USA,73,8/21/2024,Male
20388,The Theory of Everything,Diane Irwin,7,Canada,45,8/21/2024,Female
21030,Silver Linings Playbook,Julian Williams,9,China,48,8/21/2024,Male
21109,Harry Potter and the Deathly Hallows: Part 1,Brittany Fisher,6,China,69,8/21/2024,Female
21151,Gake no ue no Ponyo,Christopher Barnett,8,Australia,30,8/21/2024,Male
21200,Flipped,Michael Miller,6,India,27,8/21/2024,Male
21220,Flipped,Melissa Klein,7,USA,47,8/21/2024,Female
21456,Joyeux Noël,Teresa Trujillo,7,India,18,8/21/2024,Female
21779,Lost in Translation,Caitlyn Owens,6,India,43,8/21/2024,Male
22208,Interstate 60: Episodes of the Road,Rhonda Griffin,8,Brazil,37,8/21/2024,Female
22291,Training Day,Chloe Gray,7,India,38,8/21/2024,Male
22616,Il postino,Stephen York,6,UK,36,8/21/2024,Female
22982,Who Framed Roger Rabbit,Mary Fitzpatrick,9,India,38,8/21/2024,Female
23295,The Verdict,Kellie Gray,5,China,52,8/21/2024,Male
23508,Rupan sansei: Kariosutoro no shiro,Wendy Pratt,7,China,47,8/21/2024,Female
23531,Halloween,Dana Sanders,9,Canada,25,8/21/2024,Male
24387,Once Upon a Time... in Hollywood,Shannon Martin,7,USA,75,8/21/2024,Male
24679,Only the Brave,Jason Evans,9,Germany,35,8/21/2024,Male
24691,Bridge of Spies,Jeff Joseph,7,Australia,66,8/21/2024,Male
24718,Incredibles 2,Melissa Williams,8,Germany,66,8/21/2024,Female
24816,Creed,Ryan Thompson,7,Canada,53,8/21/2024,Female
25049,True Grit,Anna Pierce,7,China,59,8/21/2024,Female
25269,Moneyball,Michelle Reynolds,9,Germany,47,8/21/2024,Male
25479,Eastern Promises,Kevin Barrett,5,USA,21,8/21/2024,Female
25919,Saw,Robert Mason,9,USA,48,8/21/2024,Male
25994,Mysterious Skin,Sandra Adams,5,Germany,31,8/21/2024,Female
26118,Boksuneun naui geot,Yvonne Mccoy,7,China,49,8/21/2024,Female
26193,Finding Neverland,Thomas Johnson,6,Japan,25,8/21/2024,Male
26239,25th Hour,Cory Richmond,6,Canada,21,8/21/2024,Unknown
26295,Batoru rowaiaru,Donna Moore,8,Brazil,46,8/21/2024,Female
26367,Y tu mamá también,Diana Castro,9,Germany,39,8/21/2024,Female
26462,The Others,Lauren Anderson,6,France,47,8/21/2024,Female
26511,Blow,Joshua Medina,8,Germany,21,8/21/2024,Female
26651,Lola rennt,James Gonzalez,7,China,36,8/21/2024,Unknown
26986,Trois couleurs: Blanc,Shawn Williams,8,USA,41,8/21/2024,Female
26992,Trois couleurs: Blanc,Donna Howard,7,China,57,8/21/2024,Male
27160,Home Alone,Brandon Garcia,5,UK,43,8/21/2024,Female
27262,When Harry Met Sally...,Jason Ortiz,10,Canada,57,8/21/2024,Male
27394,Lethal Weapon,Destiny Salazar,7,USA,47,8/21/2024,Unknown
27544,Watership Down,Cynthia Coffey,8,USA,65,8/21/2024,Female
27763,Breakfast at Tiffany's,Nancy Smith,6,USA,75,8/21/2024,Female
27883,The 39 Steps,David Delgado,8,USA,49,8/21/2024,Female
27901,The 39 Steps,Emily Jones MD,5,UK,37,8/21/2024,Female
206,Inception,Kelsey Davis,8,USA,47,8/22/2024,Male
275,Forrest Gump,Charles Ellison,10,India,27,8/22/2024,Female
416,Star Wars: Episode V - The Empire Strikes Back,Richard Mitchell,10,Brazil,53,8/22/2024,Female
653,Sen to Chihiro no kamikakushi,Andrew Pearson,8,USA,54,8/22/2024,Female
665,Sen to Chihiro no kamikakushi,Lisa Livingston,9,USA,26,8/22/2024,Male
756,Se7en,Michael Conner,9,UK,36,8/22/2024,Female
1030,Gladiator,Elizabeth Johnson,7,India,20,8/22/2024,Male
1032,Gladiator,Jesse Roberts,9,India,52,8/22/2024,Male
1106,Léon,Melissa Rice,9,USA,64,8/22/2024,Male
1658,Django Unchained,Jason Rosales,7,Canada,50,8/22/2024,Male
1745,Taare Zameen Par,Wendy Allen,5,China,27,8/22/2024,Male
1815,The Lives of Others,Megan Scott,8,USA,29,8/22/2024,Female
1834,Oldeuboi,Roy Miller,8,USA,32,8/22/2024,Female
1998,Raiders of the Lost Ark,Joseph Dunlap,8,USA,45,8/22/2024,Male
2069,Anand,James Salazar,7,Canada,57,8/22/2024,Female
2172,Witness for the Prosecution,Rachel Ortiz,9,UK,59,8/22/2024,Female
2206,Paths of Glory,Pamela Buchanan,8,Germany,70,8/22/2024,Male
2726,Snatch,Martha Roberts,10,Germany,40,8/22/2024,Male
3037,Scarface,Evan Scott,10,China,20,8/22/2024,Female
3120,Taxi Driver,Cynthia Scott,4,France,66,8/22/2024,Male
3174,The Sting,Matthew Torres,6,Japan,18,8/22/2024,Male
3286,Lawrence of Arabia,Nicholas Petersen,8,Germany,20,8/22/2024,Unknown
3327,The Apartment,Jasmine Jones,8,USA,67,8/22/2024,Female
3512,M - Eine Stadt sucht einen Mörder,Michelle Brown,8,UK,62,8/22/2024,Male
4271,Pan's Labyrinth,Christopher Henry,7,USA,63,8/22/2024,Female
4308,V for Vendetta,Dean White,9,China,45,8/22/2024,Female
4351,Rang De Basanti,Felicia Fields,7,Canada,43,8/22/2024,Female
4512,Hauru no ugoku shiro,Rebecca Walker,5,Australia,36,8/22/2024,Male
4587,Hera Pheri,Sarah James,8,Australia,26,8/22/2024,Female
4589,Hera Pheri,Mrs. Mary Bell DVM,9,Australia,54,8/22/2024,Female
4606,Hera Pheri,Zachary Silva,9,India,27,8/22/2024,Male
4819,Andaz Apna Apna,Janet Gilmore,7,China,44,8/22/2024,Female
4925,Tonari no Totoro,Tina King,8,India,57,8/22/2024,Male
4947,Die Hard,Amanda Nelson,8,China,37,8/22/2024,Male
5011,Raging Bull,John Hall,9,Japan,31,8/22/2024,Female
5568,All About Eve,Veronica Salazar,8,India,55,8/22/2024,Male
5594,The Treasure of the Sierra Madre,Kimberly Ballard,10,Germany,35,8/22/2024,Male
5723,Sherlock Jr.,Allison Brown,9,UK,45,8/22/2024,Female
6188,Barfi!,Amanda Bates,10,UK,27,8/22/2024,Male
6218,12 Years a Slave,Kelsey Kirby,8,India,34,8/22/2024,Female
6397,Zindagi Na Milegi Dobara,Sarah Smith,7,India,19,8/22/2024,Male
6741,Million Dollar Baby,Michelle Spence,9,USA,28,8/22/2024,Male
7164,The Truman Show,Michelle Wilson,7,UK,62,8/22/2024,Male
7290,La haine,Leslie Horne,7,China,41,8/22/2024,Female
7600,Platoon,Laura Robbins,8,USA,30,8/22/2024,Male
7659,The Thing,Evelyn Howell,8,India,47,8/22/2024,Male
7700,Pink Floyd: The Wall,Angela Carr,8,Germany,23,8/22/2024,Female
7821,Network,Kristin Parker,5,USA,63,8/22/2024,Female
7834,Network,Ian Andersen,8,UK,64,8/22/2024,Female
8000,Solaris,Frederick Wood,8,Australia,44,8/22/2024,Male
8128,Andrei Rublev,Robert Howell,7,India,30,8/22/2024,Female
8203,What Ever Happened to Baby Jane?,Kelly Francis,8,UK,20,8/22/2024,Female
8224,What Ever Happened to Baby Jane?,Joshua Gonzalez,9,Australia,63,8/22/2024,Female
8333,Jungfrukällan,Destiny Rogers,9,China,33,8/22/2024,Female
8355,Les quatre cents coups,William Johnson,8,UK,34,8/22/2024,Female
8830,La passion de Jeanne d'Arc,Alejandro Wiley,7,India,47,8/22/2024,Female
8911,The Circus,James Steele,8,Australia,18,8/22/2024,Male
9003,Das Cabinet des Dr. Caligari,Jeffrey Mclean,7,Brazil,46,8/22/2024,Female
9166,La La Land,Dr. James Cole Jr.,7,USA,59,8/22/2024,Female
9358,Kaguyahime no monogatari,Jaime Shaffer,8,UK,51,8/22/2024,Female
9556,The Revenant,Melody Morales,6,Brazil,66,8/22/2024,Female
9561,The Revenant,Morgan Jones,8,China,52,8/22/2024,Female
9610,Tropa de Elite 2: O Inimigo Agora é Outro,Daniel Banks,7,Australia,57,8/22/2024,Female
9680,Darbareye Elly,Jesus Campbell,9,Canada,56,8/22/2024,Male
10062,Sin City,Brendan Gonzalez,7,Brazil,42,8/22/2024,Female
10167,Casino Royale,Lee Carlson,7,Japan,47,8/22/2024,Male
10417,Yeopgijeogin geunyeo,Richard Pitts,8,Germany,36,8/22/2024,Unknown
10571,The Straight Story,Denise Wyatt,8,UK,56,8/22/2024,Female
10968,Scent of a Woman,Richard Rhodes,7,USA,48,8/22/2024,Female
10982,Aladdin,Barbara Rice,8,USA,65,8/22/2024,Male
11114,Rain Man,Amy Jones,10,Canada,26,8/22/2024,Male
11197,The Princess Bride,Frank Cox,7,India,66,8/22/2024,Female
11204,Der Himmel über Berlin,Chelsea Bishop,8,Germany,28,8/22/2024,Male
11272,The Terminator,Amanda Stewart,8,Japan,51,8/22/2024,Male
11472,Young Frankenstein,Richard Smith MD,8,Germany,39,8/22/2024,Female
11518,Papillon,Ian King,6,USA,31,8/22/2024,Male
12037,Rio Bravo,Tiffany Roth,9,China,51,8/22/2024,Male
12153,Sweet Smell of Success,Rachel Campbell,9,USA,42,8/22/2024,Female
12337,Stalag 17,Carolyn Allen,7,India,44,8/22/2024,Female
12441,Kind Hearts and Coronets,Samantha Fry,6,Germany,51,8/22/2024,Female
12456,Rope,Emily Crane,7,USA,54,8/22/2024,Unknown
13372,Un prophète,Marcus Foster,8,Canada,69,8/22/2024,Female
13382,Un prophète,Steven Wilson,8,China,55,8/22/2024,Male
13605,"4 luni, 3 saptamâni si 2 zile",Sandra Farley,9,USA,29,8/22/2024,Female
14087,No Man's Land,Paula Mcfarland,10,China,53,8/22/2024,Male
14088,No Man's Land,Natalie Reynolds,9,India,40,8/22/2024,Male
14667,A Christmas Story,Angela Wiggins,4,USA,74,8/22/2024,Male
14913,Harold and Maude,Antonio Pena,9,Canada,72,8/22/2024,Female
14921,Harold and Maude,Alexa Green,8,Germany,42,8/22/2024,Female
14968,Patton,Adam Davis,8,USA,23,8/22/2024,Male
15358,East of Eden,Jason Weaver,6,India,38,8/22/2024,Male
15528,Notorious,Gabriella Hooper,7,India,20,8/22/2024,Female
15667,His Girl Friday,Laura Hall,9,Germany,67,8/22/2024,Male
15749,A Night at the Opera,John Mitchell,9,UK,61,8/22/2024,Female
15908,Raazi,Hayden Garcia,8,Canada,74,8/22/2024,Male
15936,Raazi,Cynthia Colon,7,USA,49,8/22/2024,Male
16024,Dunkirk,Rachael Hunt,8,Japan,29,8/22/2024,Male
16150,M.S. Dhoni: The Untold Story,Brad Butler,8,USA,54,8/22/2024,Male
16271,The Hateful Eight,Ronald Thompson,7,India,41,8/22/2024,Female
16309,Little Women,Amy Carpenter,6,India,55,8/22/2024,Female
16406,The Lunchbox,Jamie Gibson,10,Germany,20,8/22/2024,Female
16411,The Lunchbox,James Torres,7,France,62,8/22/2024,Female
16592,Toy Story 4,Gerald Smith,8,India,61,8/22/2024,Female
16638,How to Train Your Dragon 2,Susan Hughes,9,USA,67,8/22/2024,Male
17106,Taken,Shelia Clayton,7,Germany,57,8/22/2024,Female
17127,The Boy in the Striped Pyjamas,Austin Greene,9,UK,62,8/22/2024,Female
17200,The Hobbit: An Unexpected Journey,Mrs. Shelby Young,10,India,25,8/22/2024,Male
17659,Ondskan,April Andrews,9,Australia,37,8/22/2024,Male
17805,The Count of Monte Cristo,Dr. Anthony Davis,7,UK,19,8/22/2024,Unknown
18013,Cast Away,Ricky Cohen,6,China,35,8/22/2024,Female
18038,The Boondock Saints,Theresa Thornton,5,Japan,32,8/22/2024,Male
18252,Gattaca,Sheila Jones,6,India,71,8/22/2024,Male
18394,What's Eating Gilbert Grape,Amanda Brown,10,UK,34,8/22/2024,Male
18529,The Fugitive,Mary Colon,9,India,26,8/22/2024,Male
18673,Night on Earth,Christopher Taylor,8,China,36,8/22/2024,Male
18681,Night on Earth,Jeremy Harper,8,India,39,8/22/2024,Male
18710,La double vie de Véronique,Kyle Wood,6,Canada,38,8/22/2024,Male
19150,Ghostbusters,Bridget Arias,8,UK,54,8/22/2024,Female
19184,The Right Stuff,Dawn King DVM,9,Germany,36,8/22/2024,Male
19547,Wait Until Dark,Emily Campbell,7,Canada,63,8/22/2024,Male
19711,The Longest Day,Ann Rios,8,China,47,8/22/2024,Male
19880,Shadow of a Doubt,Carl Watson,7,Canada,29,8/22/2024,Male
20208,Deadpool 2,Steven Hernandez,6,China,45,8/22/2024,Male
20431,Kingsman: The Secret Service,Victoria Johnson,8,USA,20,8/22/2024,Female
20597,La vie d'Adèle,William Parrish,9,USA,71,8/22/2024,Male
20651,Captain America: The Winter Soldier,Sonya Owen,10,China,50,8/22/2024,Male
20797,Midnight in Paris,Ashley Escobar,6,India,40,8/22/2024,Female
20878,Star Trek Into Darkness,William Perez,9,USA,31,8/22/2024,Female
21120,Harry Potter and the Deathly Hallows: Part 1,Lindsey Cohen,6,Japan,28,8/22/2024,Male
21223,Flipped,Michael Fernandez,7,Canada,21,8/22/2024,Male
21359,Ex Machina,Andrea Gregory,8,China,26,8/22/2024,Unknown
21467,Control,Patricia Peterson,9,USA,71,8/22/2024,Unknown
21603,Brokeback Mountain,John Hart,9,Germany,23,8/22/2024,Male
21613,Brokeback Mountain,Patricia Boyd,8,Australia,45,8/22/2024,Male
21835,Man on Fire,Jacob Parker,6,USA,52,8/22/2024,Female
21847,Coraline,David Reynolds,9,India,66,8/22/2024,Female
21946,Black Hawk Down,Ronald Hernandez,10,USA,42,8/22/2024,Male
22149,Vampire Hunter D: Bloodlust,Michael Atkinson,10,China,54,8/22/2024,Female
22420,As Good as It Gets,Megan Gomez,5,Germany,37,8/22/2024,Male
22458,The Fifth Element,Mr. Andrew Miller,7,USA,39,8/22/2024,Male
22699,Philadelphia,Elijah Singh,9,USA,23,8/22/2024,Female
22939,Barton Fink,Richard Campbell,10,Australia,25,8/22/2024,Female
22972,Miller's Crossing,Daniel Carter II,7,USA,70,8/22/2024,Male
23784,The Dirty Dozen,Sarah Nolan,10,UK,49,8/22/2024,Female
24132,Rebel Without a Cause,James Wilson,7,Canada,29,8/22/2024,Male
24645,Baby Driver,Jason Liu,7,France,18,8/22/2024,Male
25091,Hævnen,Christopher Chase,8,UK,46,8/22/2024,Female
25319,La piel que habito,Erin Brown,6,France,57,8/22/2024,Male
25536,Stardust,Nicole Kennedy,8,China,22,8/22/2024,Female
25711,Dead Man's Shoes,James Hernandez,8,Germany,68,8/22/2024,Male
25838,Match Point,Sarah Woods,6,Germany,43,8/22/2024,Male
25840,Match Point,Justin Smith,7,UK,36,8/22/2024,Female
25893,Watchmen,Donna Dennis,7,Australia,69,8/22/2024,Male
25953,"Synecdoche, New York",Susan Pierce,6,China,62,8/22/2024,Male
25989,"Synecdoche, New York",Jonathan Lambert,9,USA,32,8/22/2024,Female
26099,The Station Agent,Bobby Lee,7,Canada,50,8/22/2024,Male
26281,Batoru rowaiaru,Donna Murphy,6,USA,64,8/22/2024,Male
26424,Harry Potter and the Sorcerer's Stone,Heather Turner,9,USA,60,8/22/2024,Female
26447,The Others,Jennifer Brown,8,Australia,58,8/22/2024,Male
26850,Lost Highway,Tom Whitehead,7,India,46,8/22/2024,Female
27006,Falling Down,Jon Austin,7,USA,30,8/22/2024,Female
27297,The Little Mermaid,Dr. Alexis Wiggins,10,India,72,8/22/2024,Male
27451,The Warriors,David Horton,8,India,70,8/22/2024,Male
27502,Escape from Alcatraz,Nicole Turner,8,UK,61,8/22/2024,Female
27566,Watership Down,Amy Fernandez,9,UK,61,8/22/2024,Male
27644,The Long Goodbye,Russell Golden,8,Germany,23,8/22/2024,Female
27744,Breakfast at Tiffany's,Brian Cruz MD,9,China,57,8/22/2024,Male
386,Goodfellas,Edward Osborne,9,UK,75,8/23/2024,Male
536,Soorarai Pottru,Matthew Thompson,9,USA,25,8/23/2024,Male
854,Star Wars,Melissa Blackburn,6,Canada,52,8/23/2024,Female
977,The Prestige,Noah Murray,7,France,69,8/23/2024,Male
995,The Prestige,Stephen Cox,8,France,36,8/23/2024,Female
1338,Modern Times,Jessica Kelley,9,China,47,8/23/2024,Female
1460,Dangal,Amanda Malone,8,USA,19,8/23/2024,Male
1532,Avengers: Endgame,Pamela Brown,8,India,53,8/23/2024,Male
1980,Raiders of the Lost Ark,Michael Trevino,10,Canada,62,8/23/2024,Male
2165,Witness for the Prosecution,Christian Vargas,9,India,43,8/23/2024,Female
2201,Paths of Glory,Bryan York,6,USA,34,8/23/2024,Female
2390,Tumbbad,Kyle Smith,10,UK,42,8/23/2024,Male
2795,American Beauty,Ryan Kim,8,USA,54,8/23/2024,Male
3057,Star Wars: Episode VI - Return of the Jedi,Xavier Moody,9,China,31,8/23/2024,Male
3075,Star Wars: Episode VI - Return of the Jedi,Rodney Humphrey,7,Brazil,23,8/23/2024,Male
3145,The Sting,Chelsey Serrano,9,France,74,8/23/2024,Female
3468,Double Indemnity,Aaron Eaton,6,USA,42,8/23/2024,Female
3500,Citizen Kane,Henry Harris,8,Australia,61,8/23/2024,Male
3583,Chhichhore,Laura Mason,8,Canada,63,8/23/2024,Female
3738,"Three Billboards Outside Ebbing, Missouri",Mary Morris,7,USA,39,8/23/2024,Male
3808,Baahubali 2: The Conclusion,Doris Sims,10,UK,37,8/23/2024,Male
4001,Udaan,Loretta Anthony,9,India,54,8/23/2024,Male
4040,Paan Singh Tomar,Michael Wilkinson,7,India,72,8/23/2024,Female
4203,Chak De! India,Victoria Adams,9,India,57,8/23/2024,Male
4272,Pan's Labyrinth,Carlos Vazquez,8,USA,62,8/23/2024,Male
4924,Tonari no Totoro,Lee Miller,7,France,61,8/23/2024,Male
5099,Sholay,Jacqueline Rodriguez,9,USA,49,8/23/2024,Male
5103,Sholay,Lance Page,10,USA,31,8/23/2024,Male
5342,Smultronstället,Terry Strickland,8,Germany,64,8/23/2024,Male
5474,Tôkyô monogatari,Edward Thompson,9,Germany,25,8/23/2024,Male
5566,All About Eve,Eric Patton,9,UK,61,8/23/2024,Male
6177,Inside Out,Timothy Morris,9,USA,35,8/23/2024,Male
6288,Ford v Ferrari,Susan Martinez,7,India,32,8/23/2024,Female
6394,Zindagi Na Milegi Dobara,Brittany Cortez DVM,7,Australia,66,8/23/2024,Female
6596,Mary and Max,Lindsay Mosley,9,Canada,59,8/23/2024,Female
6604,Mary and Max,Martin Gonzales,9,Australia,19,8/23/2024,Male
6841,Munna Bhai M.B.B.S.,Mr. Andrew Joseph II,8,USA,22,8/23/2024,Male
7100,The Sixth Sense,Jason Sweeney,9,UK,72,8/23/2024,Male
7376,Chung Hing sam lam,Justin Cabrera,8,France,33,8/23/2024,Male
7589,Platoon,Douglas Dawson,4,USA,34,8/23/2024,Male
7720,Fanny och Alexander,Taylor Avery,7,USA,75,8/23/2024,Male
7884,Zerkalo,Ernest Miller,6,UK,71,8/23/2024,Female
8173,El ángel exterminador,Jaime Walker,6,UK,62,8/23/2024,Male
8230,Sanjuro,Yvette Baker,7,Australia,39,8/23/2024,Female
8240,Sanjuro,Samuel Harmon,9,France,28,8/23/2024,Female
8926,Sunrise: A Song of Two Humans,John Hanson,8,India,48,8/23/2024,Female
9417,Special Chabbis,Maria Waller,10,UK,62,8/23/2024,Female
9460,Short Term 12,Joanna Miller,8,India,71,8/23/2024,Male
9492,The Imitation Game,Deborah Ruiz,9,China,26,8/23/2024,Male
9806,Black Swan,Kim Moore,9,China,70,8/23/2024,Male
10001,The Bourne Ultimatum,Kelsey Adams,8,Germany,25,8/23/2024,Male
10405,Big Fish,Denise Fisher,8,Canada,68,8/23/2024,Male
10674,The Iron Giant,Shane Owen,6,India,64,8/23/2024,Female
10689,Sling Blade,Cynthia Wong,9,India,62,8/23/2024,Male
10763,Secrets & Lies,Joseph Hunter,10,China,45,8/23/2024,Male
10937,Bound by Honor,Christopher Smith,10,Germany,19,8/23/2024,Female
11223,Au revoir les enfants,Keith Paul,8,USA,48,8/23/2024,Male
11419,Annie Hall,David Anderson,9,UK,57,8/23/2024,Male
11533,The Exorcist,Brandon Rose,8,UK,74,8/23/2024,Male
11730,Rosemary's Baby,Tyler Garcia,10,Germany,30,8/23/2024,Female
12024,La dolce vita,Nicholas Carter,8,France,63,8/23/2024,Female
12032,Rio Bravo,Donald Walker,10,USA,62,8/23/2024,Female
12040,Anatomy of a Murder,Joyce Hernandez,6,UK,54,8/23/2024,Male
12184,The Killing,Patricia Williams,9,India,36,8/23/2024,Female
12506,Laura,James Perkins,10,USA,23,8/23/2024,Male
12580,The Best Years of Our Lives,Danielle Johnston,8,China,20,8/23/2024,Female
12817,Knives Out,Daniel Cole,5,India,28,8/23/2024,Unknown
13026,Sing Street,Tabitha Gonzalez,8,Canada,44,8/23/2024,Female
13229,Bir Zamanlar Anadolu'da,Joel Powell,10,Canada,67,8/23/2024,Female
13395,Un prophète,Carlos Dalton,10,UK,32,8/23/2024,Male
13437,Låt den rätte komma in,Connie Lester,8,Canada,34,8/23/2024,Male
13464,District 9,Aaron Kennedy,9,USA,68,8/23/2024,Female
13544,Boyhood,Maria Roberts,10,USA,51,8/23/2024,Male
13670,The Man from Earth,Brandon Gibson,10,Germany,59,8/23/2024,Female
13677,The Man from Earth,James Waters,5,France,67,8/23/2024,Female
14139,The Bourne Identity,Joann Kidd,10,UK,34,8/23/2024,Male
14472,Trois couleurs: Bleu,Nichole Little,9,USA,37,8/23/2024,Female
14496,Carlito's Way,Wendy Martinez,6,China,31,8/23/2024,Male
14522,My Left Foot: The Story of Christy Brown,Robert Yates,10,Germany,63,8/23/2024,Male
14563,Crimes and Misdemeanors,Robert Thompson,8,USA,22,8/23/2024,Male
14611,Hannah and Her Sisters,Kayla Jefferson,10,Germany,43,8/23/2024,Male
14877,Amarcord,Nancy Franklin,7,Japan,61,8/23/2024,Female
15350,East of Eden,James Marsh,10,Australia,22,8/23/2024,Male
15360,East of Eden,Ann Rodriguez,7,UK,21,8/23/2024,Female
15948,Sound of Metal,Dr. Angela Hull MD,9,India,24,8/23/2024,Male
15959,Sound of Metal,Morgan Henry,9,China,39,8/23/2024,Female
16070,Perfetti sconosciuti,Raymond Moss,10,Germany,64,8/23/2024,Female
16351,Pride,Jared Vega,7,India,43,8/23/2024,Male
16887,Chugyeokja,Melissa Johnson,9,India,54,8/23/2024,Female
16965,Män som hatar kvinnor,Rachel Adams,9,UK,48,8/23/2024,Female
17102,Taken,Kelly Thompson,10,UK,67,8/23/2024,Female
17359,Avatar,Angela Yates,7,China,19,8/23/2024,Female
17426,Little Miss Sunshine,Eric Pena,7,Australia,61,8/23/2024,Female
17456,Hot Fuzz,Christopher Barnes,10,Canada,45,8/23/2024,Female
18281,The Game,Kyle Hendrix,6,France,60,8/23/2024,Male
18648,Lat sau san taam,Brett Carey,5,Canada,37,8/23/2024,Male
18795,Misery,Kelly Luna,5,USA,53,8/23/2024,Unknown
18851,Majo no takkyûbin,Leslie Barton,7,USA,71,8/23/2024,Male
18881,Glory,David Lawson,10,USA,29,8/23/2024,Male
19051,The Breakfast Club,Cristian Davis,8,Canada,62,8/23/2024,Male
19124,Ghostbusters,Peter Robinson,10,UK,53,8/23/2024,Male
19236,Kramer vs. Kramer,Melissa Anderson,7,India,50,8/23/2024,Male
19758,Jules et Jim,John Wilson,7,UK,22,8/23/2024,Female
19932,Stagecoach,Paula Harris,7,India,65,8/23/2024,Unknown
19975,Bringing Up Baby,Donna Evans,8,USA,46,8/23/2024,Male
20194,God's Own Country,Jacqueline Williams,9,France,24,8/23/2024,Female
20273,Get Out,Rachel Williams,6,India,71,8/23/2024,Male
20287,Mission: Impossible - Fallout,Jenna Chavez,10,Germany,22,8/23/2024,Male
20673,Rockstar,Cody Smith,7,Australia,57,8/23/2024,Female
20900,Star Trek Into Darkness,Nicholas Martinez,8,USA,74,8/23/2024,Female
20963,X: First Class,Daniel Schultz,9,China,67,8/23/2024,Male
20981,The Hangover,Jesus Pena,8,Japan,52,8/23/2024,Male
21048,Silver Linings Playbook,Robin Wong,3,India,29,8/23/2024,Male
21165,Frost/Nixon,Jennifer Yoder,7,India,25,8/23/2024,Female
21340,Ex Machina,Andrew Roberts,7,UK,58,8/23/2024,Male
21526,Tangled,Sandra James,7,Germany,51,8/23/2024,Male
21721,Ray,Margaret Smith,7,USA,65,8/23/2024,Female
21942,Adaptation.,Mr. Edward Mclaughlin Jr.,10,France,65,8/23/2024,Female
22228,"South Park: Bigger, Longer & Uncut",Dr. Tara Lewis,10,China,40,8/23/2024,Female
22311,Training Day,Dylan Torres,9,Canada,69,8/23/2024,Female
22455,The Fifth Element,Amy Byrd,9,India,57,8/23/2024,Male
22684,Short Cuts,Emily Singh,10,India,51,8/23/2024,Female
22790,Malcolm X,William Richardson,7,India,30,8/23/2024,Male
23223,After Hours,Emily Cannon,9,Brazil,30,8/23/2024,Unknown
23492,Airplane!,Katelyn Campbell,8,India,74,8/23/2024,Male
23510,Rupan sansei: Kariosutoro no shiro,John Hill,7,China,39,8/23/2024,Female
23566,Love and Death,Jennifer Lyons,10,China,54,8/23/2024,Male
23876,Zulu,Erica Peterson,6,Canada,71,8/23/2024,Male
23932,The Birds,Seth Ward,6,USA,65,8/23/2024,Male
